#curie_map:
#  skos: http://www.w3.org/2004/02/skos/core#
#  nist: https://airc.nist.gov/
#  owasp: https://genai.owasp.org/
#  ail: https://ailuminate.mlcommons.org/
#  atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=ai-risk-atlas
#  credo: https://www.credoai.com/
#  mit: https://airisk.mit.edu/
#mapping_set_id: risk_to_category
#mapping_set_description: Maps specific AI risks to category-level taxonomy risks (NIST AI RMF, OWASP Top 10 LLM, AILuminate)
#license: https://creativecommons.org/licenses/by/4.0/

subject_id	subject_source	predicate_id	object_id	object_source	mapping_justification
atlas-ip-information-in-prompt	ibm-risk-atlas	skos:broadMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	# IP in prompts is a specific type of sensitive information at risk of disclosure
atlas-jailbreaking	ibm-risk-atlas	skos:broadMatch	nist-information-integrity	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-jailbreaking	ibm-risk-atlas	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	ibm2owasp_from_tsv_data.yaml
atlas-lack-of-data-transparency	ibm-risk-atlas	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-lack-of-data-transparency	ibm-risk-atlas	skos:broadMatch	llm032025-supply-chain	owasp-llm-2.0	ibm2owasp_from_tsv_data.yaml
atlas-lack-of-model-transparency	ibm-risk-atlas	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-lack-of-system-transparency	ibm-risk-atlas	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-lack-of-testing-diversity	ibm-risk-atlas	skos:broadMatch	nist-information-integrity	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-legal-accountability	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-legal-accountability	ibm-risk-atlas	skos:broadMatch	nist-intellectual-property	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-legal-accountability	ibm-risk-atlas	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-membership-inference-attack	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-membership-inference-attack	ibm-risk-atlas	skos:broadMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	# Membership inference is a specific attack that discloses sensitive training data membership
atlas-model-usage-rights	ibm-risk-atlas	skos:relatedMatch	ail-specialized-advice	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-model-usage-rights	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-model-usage-rights	ibm-risk-atlas	skos:broadMatch	nist-intellectual-property	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-model-usage-rights	ibm-risk-atlas	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-model-usage-rights	ibm-risk-atlas	skos:broadMatch	llm032025-supply-chain	owasp-llm-2.0	ibm2owasp_from_tsv_data.yaml
atlas-non-disclosure	ibm-risk-atlas	skos:broadMatch	nist-human-ai-configuration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-nonconsensual-use	ibm-risk-atlas	skos:relatedMatch	ail-child-sexual-exploitation	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-nonconsensual-use	ibm-risk-atlas	skos:relatedMatch	ail-defamation	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-nonconsensual-use	ibm-risk-atlas	skos:relatedMatch	ail-intellectual-property	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-nonconsensual-use	ibm-risk-atlas	skos:relatedMatch	ail-privacy	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-nonconsensual-use	ibm-risk-atlas	skos:relatedMatch	ail-sex-related-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-nonconsensual-use	ibm-risk-atlas	skos:relatedMatch	ail-suicide-and-self-harm	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-nonconsensual-use	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-output-bias	ibm-risk-atlas	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-over-or-under-reliance	ibm-risk-atlas	skos:broadMatch	nist-human-ai-configuration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
# Removed: atlas-over-or-under-reliance relatedMatch to LLM05  -  human trust calibration is not output handling
atlas-over-or-under-reliance	ibm-risk-atlas	skos:relatedMatch	llm062025-excessive-agency	owasp-llm-2.0	ibm2owasp_from_tsv_data.yaml
atlas-personal-information-in-data	ibm-risk-atlas	skos:relatedMatch	ail-privacy	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-personal-information-in-data	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-personal-information-in-data	ibm-risk-atlas	skos:broadMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	# PII in training data is a specific source of sensitive info disclosure
atlas-personal-information-in-prompt	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-personal-information-in-prompt	ibm-risk-atlas	skos:broadMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	# PII in prompts is a specific pathway to sensitive info disclosure
atlas-poor-model-accuracy	ibm-risk-atlas	skos:broadMatch	nist-human-ai-configuration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-poor-model-accuracy	ibm-risk-atlas	skos:broadMatch	nist-information-integrity	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-poor-model-accuracy	ibm-risk-atlas	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-prompt-injection	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-prompt-injection	ibm-risk-atlas	skos:exactMatch	llm01-prompt-injection	owasp-llm-2.0	ibm2owasp_from_tsv_data.yaml
atlas-prompt-leaking	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-prompt-leaking	ibm-risk-atlas	skos:relatedMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	# Downgraded: primary mapping is LLM07 (exactMatch)  -  LLM02 is only relevant if prompt contains sensitive data
atlas-prompt-priming	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-prompt-priming	ibm-risk-atlas	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	ibm2owasp_from_tsv_data.yaml
atlas-reidentification	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-reidentification	ibm-risk-atlas	skos:broadMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	# Re-identification is a specific form of sensitive information disclosure
atlas-revealing-confidential-information	ibm-risk-atlas	skos:broadMatch	nist-intellectual-property	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-revealing-confidential-information	ibm-risk-atlas	skos:broadMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	ibm2owasp_from_tsv_data.yaml
atlas-spreading-disinformation	ibm-risk-atlas	skos:broadMatch	nist-information-integrity	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-spreading-disinformation	ibm-risk-atlas	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	ibm2owasp_from_tsv_data.yaml
atlas-spreading-toxicity	ibm-risk-atlas	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-toxic-output	ibm-risk-atlas	skos:relatedMatch	ail-sex-related-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-toxic-output	ibm-risk-atlas	skos:relatedMatch	ail-violent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-toxic-output	ibm-risk-atlas	skos:closeMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-toxic-output	ibm-risk-atlas	skos:closeMatch	nist-obscene-degrading-and-or-abusive-content	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-unexplainable-output	ibm-risk-atlas	skos:broadMatch	nist-information-integrity	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-unreliable-source-attribution	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-unrepresentative-data	ibm-risk-atlas	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-unrepresentative-data	ibm-risk-atlas	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-unrepresentative-risk-testing	ibm-risk-atlas	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-untraceable-attribution	ibm-risk-atlas	skos:broadMatch	nist-information-integrity	nist-ai-rmf	ibm2nistgenai_from_tsv_data.yaml
atlas-untraceable-attribution	ibm-risk-atlas	skos:relatedMatch	llm032025-supply-chain	owasp-llm-2.0	# Downgraded: content provenance is a transparency issue, not a supply chain component vulnerability
mit-ai-risk-subdomain-1.2	mit-ai-risk-repository	skos:relatedMatch	ail-child-sexual-exploitation	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-1.2	mit-ai-risk-repository	skos:relatedMatch	ail-hate	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-1.2	mit-ai-risk-repository	skos:relatedMatch	ail-indiscriminate-weapons-cbrne	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-1.2	mit-ai-risk-repository	skos:relatedMatch	ail-intellectual-property	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-1.2	mit-ai-risk-repository	skos:relatedMatch	ail-sex-related-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-1.2	mit-ai-risk-repository	skos:relatedMatch	ail-sexual-content	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-1.2	mit-ai-risk-repository	skos:relatedMatch	ail-suicide-and-self-harm	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-1.2	mit-ai-risk-repository	skos:relatedMatch	ail-violent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-1.3	mit-ai-risk-repository	skos:relatedMatch	ail-suicide-and-self-harm	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-2.1	mit-ai-risk-repository	skos:relatedMatch	ail-intellectual-property	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-2.1	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-2.1	mit-ai-risk-repository	skos:relatedMatch	ail-privacy	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-2.2	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-2.2	mit-ai-risk-repository	skos:relatedMatch	ail-privacy	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-2.2	mit-ai-risk-repository	skos:relatedMatch	ail-suicide-and-self-harm	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-3.1	mit-ai-risk-repository	skos:relatedMatch	ail-defamation	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-4.1	mit-ai-risk-repository	skos:relatedMatch	ail-defamation	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-4.1	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-4.2	mit-ai-risk-repository	skos:relatedMatch	ail-indiscriminate-weapons-cbrne	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-4.2	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-4.3	mit-ai-risk-repository	skos:relatedMatch	ail-defamation	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-4.3	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-5.1	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-5.1	mit-ai-risk-repository	skos:relatedMatch	ail-specialized-advice	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-5.2	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-6.5	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-6.6	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-7.1	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
mit-ai-risk-subdomain-7.2	mit-ai-risk-repository	skos:relatedMatch	ail-nonviolent-crimes	ailuminate-v1.0	ailuminate-v1.0.sssom_from_tsv_data.yaml
atlas-context-overload-attack	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Prompt attack variant; targets model via token overload
atlas-context-overload-attack	ibm-risk-atlas	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	# Prompt attack variant; targets model via token overload
atlas-direct-instructions-attack	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Prompt attack variant; direct adversarial instructions
atlas-direct-instructions-attack	ibm-risk-atlas	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	# Prompt attack variant; direct adversarial instructions
atlas-indirect-instructions-attack	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Prompt attack variant; instructions embedded in external content
atlas-indirect-instructions-attack	ibm-risk-atlas	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	# Prompt attack variant; instructions embedded in external content
atlas-encoded-interactions-attack	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Prompt attack variant; uses encoding/formatting to bypass filters
atlas-encoded-interactions-attack	ibm-risk-atlas	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	# Prompt attack variant; uses encoding/formatting to bypass filters
atlas-social-hacking-attack	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Prompt attack variant; social engineering techniques
atlas-social-hacking-attack	ibm-risk-atlas	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	# Prompt attack variant; social engineering techniques
atlas-specialized-tokens-attack	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Prompt attack variant; algorithmically designed adversarial tokens
atlas-specialized-tokens-attack	ibm-risk-atlas	skos:broadMatch	llm01-prompt-injection	owasp-llm-2.0	# Prompt attack variant; algorithmically designed adversarial tokens
atlas-exploit-trust-mismatch-agentic	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Agentic attack exploiting trust boundaries between components
atlas-exploit-trust-mismatch-agentic	ibm-risk-atlas	skos:broadMatch	llm062025-excessive-agency	owasp-llm-2.0	# Exploits agent autonomy across trust boundaries
atlas-external-resources-attack-agentic	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Attacks targeting external tools/services agents depend on
atlas-external-resources-attack-agentic	ibm-risk-atlas	skos:broadMatch	llm062025-excessive-agency	owasp-llm-2.0	# Agent interacts with compromised external resources
atlas-unauthorized-use-agentic	ibm-risk-atlas	skos:broadMatch	nist-information-security	nist-ai-rmf	# Unauthorized access to agent and its components
atlas-unauthorized-use-agentic	ibm-risk-atlas	skos:broadMatch	llm062025-excessive-agency	owasp-llm-2.0	# Attacker gains control of agent capabilities
atlas-function-calling-hallucination-agentic	ibm-risk-atlas	skos:broadMatch	nist-confabulation	nist-ai-rmf	# Agent hallucinates tool calls  -  confabulation variant
atlas-function-calling-hallucination-agentic	ibm-risk-atlas	skos:broadMatch	llm062025-excessive-agency	owasp-llm-2.0	# Hallucinated function calls execute via agent autonomy
atlas-discriminatory-actions-agentic	ibm-risk-atlas	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Agent takes biased actions disadvantaging groups
atlas-introduce-data-bias-agentic	ibm-risk-atlas	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Agent modifies datasets introducing bias
atlas-sharing-info-tools-agentic	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	# Agent shares PI/IP/confidential data with tools
atlas-sharing-info-tools-agentic	ibm-risk-atlas	skos:broadMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	# Agent discloses sensitive info to external tools
atlas-sharing-info-user-agentic	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	# Agent shares PI/IP/confidential data with users
atlas-sharing-info-user-agentic	ibm-risk-atlas	skos:broadMatch	llm022025-sensitive-information-disclosure	owasp-llm-2.0	# Agent discloses sensitive info to users
atlas-impact-on-jobs	ibm-risk-atlas	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Job displacement as societal harm; loosely related to systemic bias
atlas-impact-jobs-agentic	ibm-risk-atlas	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Agentic variant; agent-driven job displacement
atlas-impact-human-agency-agentic	ibm-risk-atlas	skos:broadMatch	nist-human-ai-configuration	nist-ai-rmf	# Agent autonomy reduces human critical thinking and choice
atlas-impact-human-agency-agentic	ibm-risk-atlas	skos:broadMatch	llm062025-excessive-agency	owasp-llm-2.0	# Excessive agent autonomy undermines human agency
atlas-impact-human-dignity-agentic	ibm-risk-atlas	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Agent capability affecting human self-worth; human-AI interaction issue
atlas-impact-environment-agentic	ibm-risk-atlas	skos:broadMatch	nist-environmental-impacts	nist-ai-rmf	# Agent redundant actions increase compute and environmental cost
atlas-exclusion	ibm-risk-atlas	skos:broadMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Synthetic data excludes marginalised populations; systemic bias
atlas-plagiarism	ibm-risk-atlas	skos:relatedMatch	nist-intellectual-property	nist-ai-rmf	# AI-assisted plagiarism; loosely related to IP concerns
atlas-accountability-agentic	ibm-risk-atlas	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Difficulty assigning responsibility in complex agent systems
atlas-ai-agent-compliance-agentic	ibm-risk-atlas	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Insufficient info to assess agent legal compliance
atlas-incomplete-ai-agent-evaluation-agentic	ibm-risk-atlas	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Agent complexity makes performance evaluation difficult
atlas-lack-of-ai-agent-transparency-agentic	ibm-risk-atlas	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Non-transparent agent integration; NIST value-chain explicitly covers this
atlas-mitigation-maintenance-agentic	ibm-risk-atlas	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Complex agent dependencies complicate maintenance
atlas-reproducibility-agentic	ibm-risk-atlas	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# External service changes break agent reproducibility
atlas-lack-domain-expertise	ibm-risk-atlas	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Synthetic data generated without domain expert input
atlas-temporal-gap	ibm-risk-atlas	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Stale synthetic data causes inaccurate outputs
atlas-data-usage	ibm-risk-atlas	skos:broadMatch	nist-data-privacy	nist-ai-rmf	# Legal restrictions on data use for AI; data privacy concern
atlas-overfitting	ibm-risk-atlas	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Overfitting degrades output reliability; loose info-integrity link
atlas-misaligned-actions-agentic	ibm-risk-atlas	skos:broadMatch	nist-human-ai-configuration	nist-ai-rmf	# Agent actions misaligned with human values
atlas-misaligned-actions-agentic	ibm-risk-atlas	skos:broadMatch	llm062025-excessive-agency	owasp-llm-2.0	# Agent takes misaligned actions via delegated autonomy
atlas-over-or-under-reliance-on-ai-agents-agentic	ibm-risk-atlas	skos:broadMatch	nist-human-ai-configuration	nist-ai-rmf	# Agentic variant of over/under-reliance on AI
atlas-over-or-under-reliance-on-ai-agents-agentic	ibm-risk-atlas	skos:broadMatch	llm062025-excessive-agency	owasp-llm-2.0	# Trust calibration failure with autonomous agents
atlas-redundant-actions-agentic	ibm-risk-atlas	skos:relatedMatch	nist-environmental-impacts	nist-ai-rmf	# Redundant agent actions waste compute resources
atlas-unexplainable-untraceable-actions-agentic	ibm-risk-atlas	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Agent actions lack explainability and audit trail
credo-risk-006	credo-ucf	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Lack of inference data transparency; supply chain visibility issue
credo-risk-028	credo-ucf	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Coordinated influence operations; large-scale disinformation
credo-risk-028	credo-ucf	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# Coordinated disinformation campaigns using AI
credo-risk-034	credo-ucf	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Oversight and evaluation challenges; governance gap
credo-risk-042	credo-ucf	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# AI-driven inequality and employment decline; systemic societal harm
credo-risk-043	credo-ucf	skos:relatedMatch	nist-intellectual-property	nist-ai-rmf	# AI devalues human creative and economic effort
credo-risk-044	credo-ucf	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# AI concentrates power; inequitable benefit distribution
credo-risk-046	credo-ucf	skos:relatedMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# AI outpaces regulatory frameworks; governance failure
mit-ai-risk-subdomain-1.1	mit-ai-risk-repository	skos:closeMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Unfair discrimination and misrepresentation; near-equivalent to NIST bias
mit-ai-risk-subdomain-3.2	mit-ai-risk-repository	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Filter bubbles and loss of consensus reality; info ecosystem pollution
mit-ai-risk-subdomain-3.2	mit-ai-risk-repository	skos:broadMatch	llm092025-misinformation	owasp-llm-2.0	# AI-driven personalised misinformation at scale
mit-ai-risk-subdomain-6.1	mit-ai-risk-repository	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Power centralisation; inequitable AI benefit distribution
mit-ai-risk-subdomain-6.2	mit-ai-risk-repository	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# AI-driven inequality and employment quality decline
mit-ai-risk-subdomain-6.3	mit-ai-risk-repository	skos:relatedMatch	nist-intellectual-property	nist-ai-rmf	# AI devalues human creative effort; IP-adjacent concern
mit-ai-risk-subdomain-7.3	mit-ai-risk-repository	skos:relatedMatch	nist-information-integrity	nist-ai-rmf	# Lack of capability/robustness leading to unreliable outputs
mit-ai-risk-subdomain-7.4	mit-ai-risk-repository	skos:broadMatch	nist-value-chain-and-component-integration	nist-ai-rmf	# Lack of transparency/interpretability; non-transparent component
mit-ai-risk-subdomain-7.6	mit-ai-risk-repository	skos:relatedMatch	nist-information-security	nist-ai-rmf	# Multi-agent cascading failures and emergent risks
mit-ai-risk-subdomain-7.6	mit-ai-risk-repository	skos:broadMatch	llm062025-excessive-agency	owasp-llm-2.0	# Upgraded: multi-agent cascading failures and collusion are a specific form of excessive agency
ai-risk-taxonomy-abuse	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-accounting	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-activities-meant-to-kill	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-adversely-affects-legal-rights	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-age	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Hate speech, harassment, harmful beliefs, offensive language
ai-risk-taxonomy-aircraft-navigation/air-traffic-control	ai-risk-taxonomy	skos:relatedMatch	nist-human-ai-configuration	nist-ai-rmf	# Operational misuses  -  regulated advice, unsafe automated systems
ai-risk-taxonomy-animal-abuse	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-animals	ai-risk-taxonomy	skos:broadMatch	nist-dangerous-violent-or-hateful-content	nist-ai-rmf	# Violence and extremism  -  depicting violence, terrorism, weapons
ai-risk-taxonomy-anticompetitive-practices	ai-risk-taxonomy	skos:relatedMatch	nist-harmful-bias-or-homogenization	nist-ai-rmf	# Economic harm  -  schemes, unfair markets, worker disempowerment
ai-risk-taxonomy-automated-social-media-posts	ai-risk-taxonomy	skos:broadMatch	nist-information-integrity	nist-ai-rmf	# Manipulation  -  sowing division, misrepresentation
